sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype,covBVs
LSQ13dhj,0.0935,0.0929027,1.167,0.019,19.06,0.013,-6.7,0.0132,0.0013,9.249e-06,CSPII,Ia,0.985,1,0,0.05999999999999872,0.0191049731745428,0.000169,8.27,8.63,8.78,N/A,-1.0,-1.0,none,-0.000116151
LSQ13dkp,0.0689367,0.0685268,0.646,0.009,18.761,0.01,-4.6,0.0145,0.0015,2.837e-05,CSPII,Ia,0.963,1,0,0.00999999999999801,0.01345362404707371,0.0001,10.61,10.8,10.92,N/A,-1.0,-1.0,none,2.600000000000002e-06
LSQ13dpm,0.0508648,0.0520617,1.054,0.009,17.684,0.004,-7.8,0.0529,0.0053,1.391e-05,CSPII,Ia,0.984,1,0,-0.00999999999999801,0.005,1.6e-05,9.06,9.17,9.6,N/A,-1.0,-1.0,none,2.451e-05
LSQ13dqh,0.1038,0.1035425,1.19,0.022,19.323,0.013,-5.5,0.0501,0.005,5.017e-06,CSPII,Ia,0.969,1,0,-0.030999999999998806,0.0170293863659264,0.000169,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-2.2673e-05
LSQ13dsm,0.0423707,0.0419767,0.909,0.004,17.265,0.006,-11.8,0.0088,0.0009,1.032e-05,CSPII,Ia,0.984,1,0,-0.015999999999998238,0.0078102496759066544,3.6e-05,8.85,9.01,9.14,N/A,-1.0,-1.0,none,6.349e-06
LSQ13lq,0.0755477,0.0765051,1.069,0.026,18.007,0.004,-6.0,0.0215,0.0022,1.358e-05,CSPII,Ia,0.951,1,0,-0.07099999999999795,0.00565685424949238,1.6e-05,8.0,8.44,8.63,N/A,-1.0,-1.0,none,2.819e-05
LSQ13pf,0.0860404,0.0870045,0.915,0.039,19.667,0.059,1.3,0.0558,0.0056,-9.166e-05,CSPII,Ia-91T,0.957,1,0,0.23300000000000054,0.07300684899377592,0.0034809999999999997,10.14,10.26,10.44,N/A,-1.0,-1.0,none,-2.0199999999999976e-06
LSQ13ry,0.0298367,0.031032,0.881,0.006,16.541,0.009,-12.2,0.0403,0.004,2.229e-05,CSPII,Ia,0.971,1,1,-0.047999999999998266,0.011401754250991379,8.099999999999999e-05,9.54,9.64,9.7,N/A,-1.0,-1.0,none,1.1769999999999999e-05
LSQ13vy,0.0417711,0.0421068,0.891,0.005,17.65,0.006,-5.8,0.0676,0.0068,1.31e-05,CSPII,Ia,0.985,1,0,0.07599999999999696,0.0078102496759066544,3.6e-05,10.15,10.17,10.33,N/A,-1.0,-1.0,none,6.516e-06
LSQ14act,0.05905,0.0594518,0.691,0.007,18.371,0.007,-3.2,0.2269,0.0227,1.042e-05,CSPII,Ia,0.976,1,0,0.0030000000000001137,0.009899494936611667,4.9000000000000005e-05,10.07,10.17,10.61,N/A,-1.0,-1.0,none,-5.88e-06
LSQ14age,0.0805442,0.0815802,1.115,0.014,18.481,0.008,-11.9,0.0576,0.0058,2.602e-06,CSPII,Ia,0.976,1,0,-0.008999999999996788,0.012806248474865698,6.4e-05,8.33,8.42,8.59,N/A,-1.0,-1.0,none,-8.5248e-05
LSQ14ahc,0.0508648,0.0517592,1.222,0.01,17.275,0.008,-7.9,0.0461,0.0046,3.538e-05,CSPII,Ia,0.986,1,0,-0.028999999999999915,0.01063014581273465,6.4e-05,8.89,9.13,9.62,N/A,-1.0,-1.0,none,5.159999999999998e-06
LSQ14ahm,0.0497655,0.0509869,1.156,0.009,17.213,0.007,-10.5,0.0274,0.0027,6.751e-07,CSPII,Ia,0.986,1,0,-0.05099999999999838,0.01063014581273465,4.9000000000000005e-05,8.03,8.2,8.37,N/A,-1.0,-1.0,none,-3.93049e-05
LSQ14ajn,0.02101,0.0221584,0.654,0.004,16.3,0.007,-0.3,0.0193,0.0019,-1.644e-06,CSPII,Ia,0.979,0,1,0.07499999999999929,0.009219544457292887,4.9000000000000005e-05,9.95,10.11,10.3,N/A,-1.0,-1.0,none,-7.017e-06
LSQ14asu,0.0683967,0.069594,0.767,0.013,18.887,0.009,-3.6,0.0372,0.0037,4.223e-05,CSPII,Ia,0.927,1,0,0.004000000000001336,0.011401754250991379,8.099999999999999e-05,10.51,10.67,10.86,N/A,-1.0,-1.0,none,3.8618e-05
LSQ14auy,0.0824129,0.0832263,1.147,0.017,18.659,0.009,-4.1,0.0669,0.0067,-2.33e-05,CSPII,Ia,0.987,1,0,-0.012000000000000455,0.012727922061357855,8.099999999999999e-05,10.61,10.74,11.19,N/A,-1.0,-1.0,none,-0.00011598999999999999
LSQ14azy,0.0457633,0.0469322,1.134,0.026,17.685,0.054,3.6,0.0164,0.0016,-9.643e-05,CSPII,Ia,0.981,0,0,0.0730000000000004,0.06661080993352356,0.0029159999999999998,9.75,9.94,10.1,N/A,-1.0,-1.0,none,-0.00013348
LSQ14ba,0.0775463,0.0787677,0.958,0.006,18.793,0.01,-6.9,0.0493,0.0049,2.754e-05,CSPII,Ia,0.986,1,0,0.03500000000000014,0.01345362404707371,0.0001,9.3,9.47,9.87,N/A,-1.0,-1.0,none,7.799999999999993e-07
LSQ14bbv,0.0587593,0.058439,1.039,0.011,17.747,0.005,-2.5,0.0464,0.0046,2.034e-05,CSPII,Ia,0.986,0,0,0.007999999999999119,0.007071067811865475,2.5e-05,10.9,11.02,11.14,N/A,-1.0,-1.0,none,3.095e-05
LSQ14bjj,0.0811438,0.0819882,1.01,0.009,18.475,0.007,-4.3,0.0408,0.0041,2.801e-05,CSPII,Ia,0.986,1,0,-0.07499999999999929,0.008602325267042627,4.9000000000000005e-05,8.3,8.46,8.91,N/A,-1.0,-1.0,none,1.4660000000000002e-05
LSQ14fms,0.077946,0.0773231,0.848,0.015,19.013,0.012,-3.3,0.0143,0.0014,4.85e-05,CSPII,Ia,0.986,1,0,0.17100000000000293,0.016278820596099707,0.000144,10.0,10.11,10.49,N/A,-1.0,-1.0,none,-3.62e-05
LSQ14foj,0.0460667,0.0451705,1.012,0.01,17.342,0.008,-10.9,0.0121,0.0012,2.761e-05,CSPII,Ia,0.986,1,0,0.04999999999999716,0.01063014581273465,6.4e-05,8.33,8.44,8.7,N/A,-1.0,-1.0,none,1.3230000000000002e-05
LSQ14fom,0.05626,0.0553279,0.947,0.009,17.794,0.008,-8.2,0.0184,0.0018,3.127e-05,CSPII,Ia,0.978,1,0,0.022999999999999687,0.01131370849898476,6.4e-05,9.4,9.54,9.72,N/A,-1.0,-1.0,none,2.1299999999999982e-06
LSQ14gfb,0.0527067,0.0527873,0.586,0.033,19.555,0.054,-1.0,0.0159,0.0016,0.0002703,CSPII,Ia,0.985,1,0,0.5300000000000011,0.06226556030423239,0.0029159999999999998,10.11,10.3,10.64,N/A,-1.0,-1.0,none,-2.409999999999999e-05
LSQ14gfn,0.1216158,0.1210925,1.073,0.091,19.366,0.025,-3.0,0.0332,0.0033,-0.0008764,CSPII,Ia,0.967,1,0,0.05099999999999838,0.032015621187164243,0.0006250000000000001,10.42,10.54,10.88,N/A,-1.0,-1.0,none,-2.0300000000000006e-05
LSQ14ghv,0.0666539,0.0662566,0.968,0.009,18.382,0.009,-3.5,0.0088,0.0009,2.784e-05,CSPII,Ia,0.981,1,0,-0.015999999999998238,0.011401754250991379,8.099999999999999e-05,10.06,10.18,10.31,N/A,-1.0,-1.0,none,1.1220000000000001e-05
LSQ14gov,0.089538,0.0892443,1.052,0.011,18.453,0.006,-9.5,0.0357,0.0036,3.196e-05,CSPII,Ia,0.985,1,0,-0.1039999999999992,0.0078102496759066544,3.6e-05,8.85,9.02,9.19,N/A,-1.0,-1.0,none,5.347e-05
LSQ14ie,0.089538,0.0905466,1.162,0.011,18.748,0.008,-8.1,0.0717,0.0072,-3.456e-06,CSPII,Ia,0.983,1,0,-0.00999999999999801,0.012041594578792296,6.4e-05,7.95,8.08,8.21,N/A,-1.0,-1.0,none,-4.7246e-05
LSQ14ip,0.0612967,0.0624196,0.509,0.01,19.478,0.018,-7.3,0.0373,0.0037,2.013e-05,CSPII,Ia,0.987,1,0,0.33800000000000097,0.022803508501982758,0.00032399999999999996,10.01,10.18,10.31,N/A,-1.0,-1.0,none,-4.4460000000000005e-05
LSQ14jp,0.04539,0.0464896,0.675,0.007,18.134,0.008,-8.4,0.053,0.0053,1.706e-05,CSPII,Ia,0.986,1,0,0.12300000000000111,0.01,6.4e-05,10.48,10.54,10.81,N/A,-1.0,-1.0,none,9.834e-06
LSQ14mc,0.05662,0.0575661,0.963,0.004,17.818,0.005,-6.6,0.0207,0.0021,8.354e-06,CSPII,Ia,0.986,1,0,-0.02699999999999747,0.006403124237432849,2.5e-05,9.16,9.17,9.43,N/A,-1.0,-1.0,none,-2.48e-07
LSQ14q,0.0669503,0.067871,0.957,0.004,18.177,0.006,-12.7,0.0198,0.002,1.109e-05,CSPII,Ia,0.987,1,0,-0.045999999999999375,0.00848528137423857,3.6e-05,8.92,9.32,9.42,N/A,-1.0,-1.0,none,-3.3000000000000023e-07
LSQ14wp,0.0694519,0.0706148,1.134,0.012,17.88,0.007,-7.8,0.0207,0.0021,-4.065e-06,CSPII,Ia-91T,0.984,1,0,-0.037000000000002586,0.01063014581273465,4.9000000000000005e-05,7.23,7.48,7.59,N/A,-1.0,-1.0,none,-5.6905000000000005e-05
LSQ14xi,0.0507429,0.0519014,1.142,0.011,18.257,0.007,-8.6,0.0368,0.0037,8.674e-07,CSPII,Ia,0.986,1,0,0.21799999999999997,0.01063014581273465,4.9000000000000005e-05,10.77,10.9,11.07,N/A,-1.0,-1.0,none,-3.98226e-05
LSQ15aae,0.0515643,0.0517701,1.218,0.007,17.843,0.006,-5.5,0.0616,0.0062,1.76e-05,CSPII,Ia-91T,0.982,1,0,0.07700000000000173,0.00848528137423857,3.6e-05,10.1,10.27,10.46,N/A,-1.0,-1.0,none,-3.200000000000003e-07
LSQ15agh,0.0599585,0.0610193,1.134,0.008,17.734,0.005,-5.6,0.0216,0.0022,-4.084e-06,CSPII,Ia,0.987,1,0,-0.031999999999996476,0.0078102496759066544,2.5e-05,9.72,9.87,9.99,N/A,-1.0,-1.0,none,-3.6543999999999994e-05
LSQ15aja,0.0699516,0.0699657,1.032,0.011,18.036,0.008,-9.0,0.0545,0.0054,5.868e-05,CSPII,Ia,0.984,1,0,-0.08699999999999974,0.009433981132056603,6.4e-05,7.34,7.46,7.58,N/A,-1.0,-1.0,none,6.0238e-05
LSQ15alq,0.0470667,0.0480953,0.921,0.005,17.319,0.005,-12.1,0.0668,0.0067,1.244e-05,CSPII,Ia,0.97,1,0,-0.0020000000000024443,0.006403124237432849,2.5e-05,10.22,10.4,10.82,N/A,-1.0,-1.0,none,6.838999999999999e-06
LSQ15bv,0.0689,0.0701168,0.952,0.009,18.186,0.008,-1.7,0.0443,0.0044,-5.696e-06,CSPII,Ia,0.985,1,0,-0.0010000000000012221,0.014422205101855958,6.4e-05,10.39,10.56,10.77,N/A,-1.0,-1.0,none,-3.6105999999999996e-05
PS1-13eao,0.0377533,0.037362,0.89,0.045,21.844,0.094,-0.9,0.0107,0.0011,0.0001114,CSPII,Ia,0.0,1,0,1.5489999999999995,0.09631718434422801,0.008836,10.56,10.73,11.04,N/A,-1.0,-1.0,none,-0.00015690000000000002
PS1-14ra,0.0280833,0.0287982,0.777,0.006,16.627,0.005,-0.1,0.023,0.0023,-3.746e-06,CSPII,Ia,0.984,1,1,0.05999999999999872,0.006403124237432849,2.5e-05,10.35,10.65,10.72,N/A,-1.0,-1.0,none,-7.999999999999754e-09
PS1-14rx,0.0669536,0.0680019,0.846,0.018,18.545,0.02,-8.2,0.0266,0.0027,0.0001847,CSPII,Ia,0.981,1,0,-0.021999999999998465,0.02690724809414742,0.0004,9.77,9.89,10.06,N/A,-1.0,-1.0,none,8.079999999999999e-05
PS1-14xw,0.0245,0.0245957,1.039,0.01,15.801,0.005,-3.2,0.0656,0.0066,1.194e-05,CSPII,Ia,0.975,0,0,0.0259999999999998,0.006403124237432849,2.5e-05,11.11,11.24,11.71,N/A,-1.0,-1.0,none,2.213e-05
PS15sv,0.033277,0.0335844,0.993,0.005,16.426,0.007,-3.9,0.0782,0.0078,1.001e-05,CSPII,Ia-91T,0.977,1,1,0.010999999999999233,0.009219544457292887,4.9000000000000005e-05,8.2,8.31,8.56,N/A,-1.0,-1.0,none,-4.999999999999986e-07
PTF11pbp,0.0289033,0.0276702,1.15,0.007,16.354,0.005,-6.4,0.0507,0.0051,-3.599e-06,CSPII,Ia,0.984,1,1,0.054999999999999716,0.007071067811865475,2.5e-05,10.73,10.88,10.97,N/A,-1.0,-1.0,none,-2.4789e-05
PTF11ppn,0.0672534,0.0661869,0.641,0.037,18.683,0.15,7.4,0.132,0.0132,0.000914,CSPII,Ia-91bg,0.154,1,0,0.18900000000000006,0.17917589123540031,0.0225,10.96,11.02,11.06,N/A,-1.0,-1.0,none,0.00017540000000000004
PTF11pra,0.0175433,0.0167242,0.439,0.017,18.085,0.048,1.0,0.0243,0.0024,-4.582e-06,CSPII,Ia,0.981,0,0,0.9200000000000017,0.06,0.002304,10.57,10.68,10.75,N/A,-1.0,-1.0,none,-3.1940000000000003e-06
PTF11qnr,0.0162167,0.0149985,0.806,0.008,15.762,0.007,-9.3,0.0556,0.0056,2.433e-05,CSPII,Ia,0.979,0,1,0.2550000000000008,0.009219544457292887,4.9000000000000005e-05,10.38,10.65,10.7,N/A,-1.0,-1.0,none,4.969999999999998e-06
PTF13anh,0.0614575,0.0624543,0.944,0.007,17.931,0.012,-10.7,0.0224,0.0022,3.805e-05,CSPII,Ia,0.979,1,0,-0.16999999999999815,0.018439088914585774,0.000144,7.29,7.48,7.66,N/A,-1.0,-1.0,none,1.2420000000000003e-05
PTF13duj,0.01694,0.015867,1.156,0.014,15.054,0.009,-7.0,0.0665,0.0067,-6.147e-06,CSPII,Ia,0.965,0,1,0.057000000000000384,0.012041594578792296,8.099999999999999e-05,10.61,10.73,10.82,N/A,-1.0,-1.0,none,-5.6117e-05
PTF13dwl,0.0874395,0.0863561,1.088,0.04,18.464,0.009,-5.3,0.0613,0.0061,0.0001103,CSPII,Ia,0.987,1,0,-0.03400000000000247,0.011401754250991379,8.099999999999999e-05,8.42,8.74,8.98,N/A,-1.0,-1.0,none,7.794e-05
PTF13dym,0.04213,0.0409061,0.509,0.024,17.561,0.036,-5.8,0.0379,0.0038,0.0003023,CSPII,Ia-91bg,0.0,1,0,0.09600000000000009,0.04951767361255979,0.0012959999999999998,9.25,9.45,9.88,N/A,-1.0,-1.0,none,-9.81e-05
PTF13dyt,0.1099239,0.109862,0.96,0.057,19.295,0.05,-7.1,0.0458,0.0046,0.001364,CSPII,Ia-pec,,0,0,-0.2699999999999996,0.08360023923410746,0.0025000000000000005,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-0.0008759999999999998
PTF13ebh,0.01326,0.012484,0.636,0.004,15.043,0.007,-13.0,0.0668,0.0067,6.373e-06,CSPII,Ia,0.975,0,1,0.12299999999999933,0.009219544457292887,4.9000000000000005e-05,10.8,10.86,11.02,N/A,-1.0,-1.0,none,-1.099e-06
PTF13efe,0.0749481,0.0758465,1.145,0.011,18.212,0.009,-9.0,0.0213,0.0021,-1.819e-06,CSPII,Ia,0.987,1,0,-0.01699999999999946,0.01345362404707371,8.099999999999999e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-6.7259e-05
PTF13ez,0.0434699,0.0445375,0.897,0.011,17.373,0.025,-1.9,0.0429,0.0043,3.424e-05,CSPII,Ia,0.982,1,0,0.15900000000000247,0.02968164415931166,0.0006250000000000001,9.52,9.71,9.84,N/A,-1.0,-1.0,none,4.581e-05
PTF14aaf,0.0588167,0.0595653,1.161,0.009,18.041,0.007,-11.8,0.0288,0.0029,3.346e-06,CSPII,Ia,0.986,0,0,0.05000000000000071,0.009899494936611667,4.9000000000000005e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-2.4034e-05
PTF14aje,0.0276708,0.0282271,0.684,0.005,18.531,0.009,-3.2,0.1524,0.0152,9.361e-06,CSPII,Ia,0.978,1,0,0.6080000000000005,0.010816653826391968,8.099999999999999e-05,10.64,10.78,10.84,N/A,-1.0,-1.0,none,-2.0989999999999997e-06
PTF14fpg,0.034,0.03283,1.078,0.013,16.76,0.006,-8.9,0.0258,0.0026,2.224e-05,CSPII,Ia,0.784,1,1,0.010000000000001563,0.00848528137423857,3.6e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,3.515e-05
PTF14gnl,0.05369,0.0525349,1.021,0.006,17.429,0.007,-13.4,0.0268,0.0027,2.1e-05,CSPII,Ia,0.984,1,0,-0.05500000000000327,0.008602325267042627,4.9000000000000005e-05,9.86,10.06,10.5,N/A,-1.0,-1.0,none,8.509999999999998e-06
PTF14uo,0.0912368,0.0922406,1.118,0.017,18.712,0.006,-5.7,0.0161,0.0016,-2.401e-06,CSPII,Ia,0.987,1,0,-0.11400000000000077,0.00848528137423857,3.6e-05,8.86,9.0,9.48,N/A,-1.0,-1.0,none,-5.7691e-05
PTF14w,0.0188933,0.0200839,0.742,0.004,16.086,0.004,-6.3,0.0205,0.0021,4.292e-06,CSPII,Ia,0.975,0,1,0.055999999999997385,0.005,1.6e-05,8.96,9.14,9.3,N/A,-1.0,-1.0,none,2.896e-06
PTF14yw,0.01697,0.0180604,0.856,0.008,15.729,0.008,-4.2,0.0255,0.0026,1.911e-05,CSPII,Ia,0.411,0,1,-0.038000000000000256,0.01063014581273465,6.4e-05,10.16,10.24,10.59,N/A,-1.0,-1.0,none,-2.5899999999999972e-06
PTF14yy,0.0429703,0.0440905,0.837,0.01,18.482,0.011,-6.9,0.0198,0.002,5.262e-05,CSPII,Ia,0.986,1,0,0.2560000000000002,0.014866068747318505,0.00012099999999999999,9.25,9.41,9.52,N/A,-1.0,-1.0,none,2.980000000000002e-06
SN1980N,0.005871,0.0055142,0.904,0.006,12.458,0.009,-1.5,0.018,0.0018,4.334e-06,,,,,,0.07000000000000028,0.012041594578792296,8.099999999999999e-05,11.75,11.79,11.8,N1316,31.465,0.04,t,4.924800000000001e-06
SN1981B,0.006027,0.0071693,0.941,0.019,11.979,0.005,-6.5,0.0157,0.0016,1.035e-05,,,,,,0.06799999999999962,0.0078102496759066544,2.5e-05,10.42,10.47,10.68,N4536,30.969,0.05,ct,-1.06e-06
SN1981D,0.005871,0.0055129,0.793,0.033,12.554,0.034,-5.4,0.0178,0.0018,0.0001745,,,,,,0.17300000000000004,0.03847076812334269,0.0011560000000000001,11.75,11.79,11.8,N1316,31.465,0.04,t,3.280000000000001e-05
SN1989B,0.002425,0.0035864,0.888,0.024,12.311,0.01,-4.0,0.0284,0.0028,-5.392e-06,,,,,,0.36400000000000077,0.0116619037896906,0.0001,11.02,11.02,11.02,N3627,30.226,0.04,t,2.4929999999999997e-06
SN1994D,0.00149,0.0026093,0.824,0.005,11.84,0.006,-11.6,0.0191,0.0019,9.972e-06,,,,,,-0.0470000000000006,0.00848528137423857,3.6e-05,11.05,11.0,11.0,N4526,31.003,0.07,t,-4.698e-06
SN1994ae,0.004,0.0051205,1.043,0.006,13.142,0.005,-12.0,0.0262,0.0026,1.8e-05,,,,,,0.05999999999999872,0.007071067811865475,2.5e-05,9.55,9.69,9.83,N3370,32.278,0.05,ct,2.044e-05
SN1995al,0.005,0.0058765,1.043,0.017,13.343,0.01,-4.1,0.0117,0.0012,5.271e-05,,,,,,0.1379999999999999,0.01345362404707371,0.0001,9.76,9.87,9.97,N3021,32.226,0.04,ct,0.00010187
SN1998bu,0.0024827,0.0036812,0.971,0.004,12.066,0.006,-3.2,0.0382,0.0038,2.491e-06,,,,,,0.34500000000000064,0.007211102550927979,3.6e-05,11.09,11.26,11.54,N3368,30.318,0.04,t,-1.4320000000000004e-06
SN2001el,0.003896,0.0036761,0.959,0.005,12.822,0.008,-10.9,0.0121,0.0012,1.775e-05,,,,,,0.14399999999999835,0.01,6.4e-05,10.22,10.69,10.73,N1448,31.325,0.06,t,7.5600000000000005e-06
SN2002fk,0.00712,0.0066137,0.977,0.004,13.202,0.006,-12.3,0.0344,0.0034,7.13e-06,,,,,,-0.0909999999999993,0.00848528137423857,3.6e-05,9.78,9.94,10.64,N1309,32.504,0.07,ct,-1.7779999999999997e-06
SN2004ef,0.0309667,0.02977,0.84,0.003,16.871,0.004,-9.0,0.0458,0.0046,5.263e-06,CSPI,Ia,0.981,0,0,0.11699999999999733,0.00565685424949238,1.6e-05,10.63,10.74,10.8,N/A,-1.0,-1.0,none,-1.3499999999999955e-07
SN2004eo,0.01569,0.0147367,0.869,0.005,15.126,0.007,-12.3,0.093,0.0093,1.244e-05,CSPI,Ia,0.979,0,0,0.02499999999999858,0.009219544457292887,4.9000000000000005e-05,11.03,11.16,11.35,N/A,-1.0,-1.0,none,4.8419999999999996e-06
SN2004ey,0.0157767,0.0146267,1.009,0.003,14.777,0.003,-8.9,0.1197,0.012,2.176e-06,CSPI,Ia,0.973,0,0,-0.051000000000000156,0.004242640687119285,9e-06,9.76,10.06,10.41,N/A,-1.0,-1.0,none,2.31e-07
SN2004gs,0.0266267,0.0282767,0.705,0.003,17.182,0.005,-3.8,0.0257,0.0026,3.237e-06,CSPI,Ia,0.982,0,0,0.20199999999999818,0.006403124237432849,2.5e-05,10.57,10.63,10.7,N/A,-1.0,-1.0,none,-5.279999999999999e-07
SN2004gu,0.0458267,0.0468967,1.149,0.011,17.428,0.012,-0.8,0.0223,0.0022,-2.929e-05,CSPI,Ia-06gz,0.986,0,0,0.14499999999999957,0.015620499351813309,0.000144,9.74,10.02,10.19,N/A,-1.0,-1.0,none,-8.936e-05
SN2005A,0.0191267,0.01834,0.963,0.007,18.116,0.012,-3.6,0.0259,0.0026,1.197e-05,CSPI,Ia,0.976,0,0,0.9839999999999982,0.015620499351813309,0.000144,11.07,11.19,11.26,N/A,-1.0,-1.0,none,-6.619999999999999e-06
SN2005M,0.0219967,0.02558,1.204,0.003,15.924,0.003,-8.1,0.0273,0.0027,3.103e-06,CSPI,Ia-91T,0.984,0,0,0.017999999999998906,0.004242640687119285,9e-06,8.38,8.8,8.92,N/A,-1.0,-1.0,none,1.1700000000000032e-07
SN2005W,0.0088833,0.00795,0.938,0.006,14.208,0.006,-7.8,0.0615,0.0062,1.245e-05,CSPI,Ia,0.967,0,0,0.17099999999999937,0.0078102496759066544,3.6e-05,9.75,9.9,10.0,N/A,-1.0,-1.0,none,3.0109999999999988e-06
SN2005ag,0.07937,0.08008,1.145,0.009,18.427,0.006,-0.9,0.0331,0.0033,-1.999e-05,CSPI,Ia,0.982,0,0,-0.030000000000001137,0.0078102496759066544,3.6e-05,10.84,10.9,10.95,N/A,-1.0,-1.0,none,-3.361e-05
SN2005al,0.0123933,0.0132867,0.865,0.004,14.887,0.006,-1.1,0.0483,0.0048,-1.379e-06,CSPI,Ia,0.909,0,0,-0.051000000000000156,0.007211102550927979,3.6e-05,10.4,10.49,10.63,N/A,-1.0,-1.0,none,-5.68e-06
SN2005am,0.0078933,0.0089667,0.764,0.004,13.7,0.006,-0.4,0.0433,0.0043,-5.221e-07,CSPI,Ia,0.934,0,0,0.07399999999999984,0.0078102496759066544,3.6e-05,10.68,10.83,11.26,N/A,-1.0,-1.0,none,3.4198999999999996e-06
SN2005be,0.035,0.0355767,0.761,0.023,16.985,0.058,6.3,0.0294,0.0029,-5.933e-05,CSPI,Ia,0.985,0,0,0.053000000000000824,0.0722011080247388,0.0033640000000000002,10.25,10.4,10.5,N/A,-1.0,-1.0,none,9.669999999999994e-06
SN2005bg,0.02307,0.0241567,1.061,0.037,15.851,0.051,2.6,0.0264,0.0026,-0.0001385,CSPI,Ia,0.983,0,0,0.04200000000000159,0.06543699259593154,0.0026009999999999996,9.72,9.91,10.02,N/A,-1.0,-1.0,none,5.059999999999998e-05
SN2005bl,0.0240433,0.0251133,0.427,0.011,18.477,0.027,-6.5,0.025,0.0025,0.0001022,CSPI,Ia-91bg,0.98,0,0,0.6890000000000001,0.03360059523282288,0.0007289999999999999,10.89,11.01,11.2,N/A,-1.0,-1.0,none,8.973000000000001e-05
SN2005bo,0.0138867,0.0150133,0.881,0.008,15.673,0.005,-0.3,0.0396,0.004,-6.853e-06,CSPI,Ia,0.962,0,0,0.24200000000000088,0.006403124237432849,2.5e-05,10.34,10.5,10.65,N/A,-1.0,-1.0,none,-6.7134e-06
SN2005el,0.0149,0.0148833,0.865,0.003,14.895,0.008,-7.2,0.0976,0.0098,8.074e-06,CSPI,Ia,0.973,0,0,-0.0730000000000004,0.01063014581273465,6.4e-05,10.7,10.84,11.24,N/A,-1.0,-1.0,none,1.835999999999999e-06
SN2005eq,0.0289567,0.02835,1.234,0.007,16.292,0.007,-3.5,0.0629,0.0063,2.277e-06,CSPI,Ia-91T,0.984,0,0,0.03500000000000014,0.008602325267042627,4.9000000000000005e-05,10.44,10.56,10.65,N/A,-1.0,-1.0,none,-2.376e-06
SN2005hc,0.0459067,0.0444967,1.142,0.007,17.309,0.004,-4.7,0.028,0.0028,-2.245e-06,CSPI,Ia,0.98,0,0,0.012000000000000455,0.006403124237432849,1.6e-05,10.52,10.6,10.65,N/A,-1.0,-1.0,none,-2.0325e-05
SN2005hj,0.0579667,0.05695,1.152,0.019,17.761,0.011,-2.9,0.0329,0.0033,-2.61e-05,CSPI,Ia,0.984,0,0,0.0799999999999983,0.015556349186104044,0.00012099999999999999,9.22,9.32,9.38,N/A,-1.0,-1.0,none,-0.00011227
SN2005iq,0.03402,0.03293,0.88,0.006,16.795,0.008,-5.5,0.0185,0.0019,1.648e-05,CSPI,Ia,0.965,0,0,-0.03200000000000003,0.01063014581273465,6.4e-05,10.47,10.54,10.6,N/A,-1.0,-1.0,none,7.437000000000002e-06
SN2005ir,0.0763067,0.0752333,1.03,0.02,18.405,0.011,-2.7,0.0265,0.0027,8.394e-05,CSPI,Ia,0.984,0,0,0.05000000000000071,0.014866068747318505,0.00012099999999999999,9.12,9.23,9.37,N/A,-1.0,-1.0,none,0.00011711
SN2005kc,0.01511,0.01389,0.932,0.006,15.589,0.008,-10.6,0.1137,0.0114,1.249e-05,CSPI,Ia,0.978,0,0,0.23799999999999955,0.01063014581273465,6.4e-05,10.6,11.06,11.5,N/A,-1.0,-1.0,none,2.507e-06
SN2005ke,0.0048767,0.0044833,0.438,0.003,14.795,0.009,-9.8,0.02,0.002,4.606e-06,CSPI,Ia-91bg,0.953,0,0,0.6699999999999999,0.012041594578792296,8.099999999999999e-05,10.29,10.43,10.61,N/A,-1.0,-1.0,none,2.7049999999999995e-06
SN2005ki,0.0191933,0.02037,0.839,0.003,15.587,0.005,-10.0,0.0267,0.0027,3.373e-06,CSPI,Ia,0.982,0,0,-0.018000000000000682,0.007071067811865475,2.5e-05,10.62,10.8,10.86,N/A,-1.0,-1.0,none,-1.7119999999999994e-06
SN2005ku,0.0454067,0.0441833,0.969,0.034,17.544,0.062,0.4,0.0461,0.0046,-4.932e-05,CSPI,Ia,0.986,0,0,0.09299999999999997,0.0778010282708397,0.0038439999999999998,9.96,10.04,10.1,N/A,-1.0,-1.0,none,-2.3600000000000045e-06
SN2005lu,0.0319867,0.0312933,1.063,0.03,17.258,0.057,9.2,0.0218,0.0022,-5.668e-05,CSPI,Ia,0.975,0,0,0.2469999999999999,0.07200694410957877,0.003249,9.68,9.86,10.03,N/A,-1.0,-1.0,none,6.392e-05
SN2005mc,0.0252033,0.0260067,0.664,0.02,17.229,0.055,2.4,0.0379,0.0038,-5.028e-05,CSPI,Ia,0.982,0,0,0.31400000000000006,0.06742403132415029,0.003025,10.85,10.95,11.1,N/A,-1.0,-1.0,none,-3.559e-05
